id,Title,Year,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,XYZ,WX,XYZ&,AB,CD,EF,GH,IJK,LM,NO,PQ,RS,TUV,YZ
253,The Children's Moral Alphabet,1879,"Stands for the Ass: this burden he bore,— A hag of good meal from the water-mill store; Then should he be beaten ’cause slowly he trod ? No! Neddy and meal are both creatures of God.","Stands for Bible, the book of all truth, Which guides to the Saviour both old age and youth; Dear England, old England, thy children are blest, Not one need there be of this Book unpossessed.","Stands for Coat, that keeps me so warm, When foot-deep in snow I am plodding the farm; I shepherd the sheep, and think it’s their wool That makes all the coats of the boys in our school.","Stands for Drunkard—oh, shocking the sight! Let me ne’er be found in such wretched plight: A grief to my parents, offensive to God- Save me, 0 save me, from that downward road!","E stands for Eagle, who soars as he flies, Upwards, still upwards, he mounts to the skies; While he who hates learning, an Idler lies down, Content to be always an ignorant clown.","Stands for a Fool, an Atheist he; At the great judgment-day, oh, where will he be? Speechless, confounded, with agonized heart, Awaiting his sentence—Depart ye, depart!","G Stands for Goliath, six cubits in height, In armour complete equipped for the light; I While cursing young David, with boastful disdain, Forth flew the missile: the Giant was slain.","Stands for Home, so sweet and so comely, For love makes it sweet, be it ever so I homely; Then brothers and sisters pray love one another, Joy will it bring to both Father and Mother.","Stands for Ink, let all try to use it, But never take pen whereby to abuse it; For it, like the tongue, true friendships may sever, To unite again—when? the time may come never.","Stands for the Judge, who solemnly sits To lay down the law that condemns or acquits; While twelve honest men take oath on the spot, To give a true verdict, of guilty or not.","Stands for the King, who sits on the Throne; He speaks of “ mj people,” but we’re not his own: Our grand Constitution, I’m proud to relate, Is King, Lords, and Commons,—we call it the State,","L stands for Lamb, what a time honoured name! Since Jesus, the Lord, is well known by the same; For lo! On the Cross he gave up his breath, To save a lost world from sin and from death.","Stands for Mother, fair emblem of love, Who nursed me, and fed me, and called me her dove: what can I render such love and affection In weakness and age? my kindest protection.","tands for Neighbour, oh, what says the lord ? “Love him as yourself,” it stands on record ; And should he offend you, to seven times even, Your love must forgive to seventy times seven.","Stands for Oyster, with rough-coated shell; When the morsel you’ve tasted, examine it well; Judge no man in haste, it will not be kind, The outside is nothing: the pearl is the mind.","Stands for Peter, sad storj to tell,— He trusted in self: you know how he fell; But was kindly restored by a glance of the eye From Jesus, his Saviour, lest Peter should die.","Stands for Quick: it’s no nse delaying; Time flies apace, and never means staying; So ponder the thought, that man, like a flower, Though blooming with health, is cut down in an hour,","Stands for a Rose, the garden’s fair queen; How lovely the pink, how charming the green! Not less the fair maiden adds grace to her beauty, When love and affection give impulse to duty.","Stands for the Sun, he sends out his rays, He lights np the earth, her grandeur displays; The air fills with music from coppice and wood, Proclaiming in chorus the goodness of God.","Stands for Tiger, whose nature is cruel, And men are no better who fight in a duel: Nor should Christian nations partake the disgrace Of sanctioning war, to destroy their own race.","Stands for “Ursus,” in English, the Bear; An ugly old fellow, so pray you beware! A brute may be bearish, but men should know better; Youth should be kind, and polite to the letter.","H, Holy Father, no culture but Thine, Can make me a branch of Christ, the true Vine; Thy pruning alone, by faith and by prayer, Can make the good fruit in rich clusters appear.","WEATHERCOCK, Weathercock, turned by the wind, Type of the man who knows not his own mind; While valiant for truth, he stands like a tower, His girdle is strength, his armour is power.",,,,"NOT a word in our language begins with an X, But there he sits striding, poor Rhymer to vex; Be patient, poor Rhymer, don’t trouble your head, But close your long ditty with— X, Y and Z",,,,,,,,,,,,,
248,The History of Apple Pie,1858,A Apple pie,B bit it ,C cut it ,D dealt it ,E eat it ,F fought for it ,G got it ,H hid it ,J joined it ,K kept it ,L longed for it ,M mourned for it ,N nodded at it ,O opened it ,P peeped at it ,Q quartered it ,R ran for it ,S stole it ,T took it ,V viewed it ,W wanted it ,,,,,,,,and all wished for a piece in hand ,,,,,,,,,,,
2639,The home alphabet book : with descriptive coloured engravings,1857,"A a For the ARCH, which you see when you start, That people pass under before they depart.","B b for the BUFFER, with pads so complete, It saves you from jolts when the carriages meet.",C c Is the letter that stands for the CHAIN That links all the carriages into one train.,"D d For the DRIVER, who drives without whip, And keeps up the steam as he takes you a trip.","E e Stands for ENGINE, all puff, fire, and smoke That is fed in a day with some bushels of coke.","F f Stands for FOG, that in winter we find Often causes the train to be hours behind.","G g For the GUARD, that sits perched up above, And sees that no parcels or passengers move.","H h For the famous HOTEL of the town, Where gentlemen stop when by rail they come down.","Is for INDEX, which points at both ends, And tells all the news that the telegraph sends.","J for the JOURNEY, so pleasant to take. By which all their money the Company make.","K k Stands for KEEPER, who fastens the doors, To keep safe with keys all goods and all stores.","L l For the LANTERN policemen thrust out, And ask you to show what your ticket’s about.","M m For the MILE-MARK, that never is wrong, It shows us how quickly the train goes along.","N n The NAVIGATOR, with pickaxe and spade, Who works very hard ‘till a railway is made.","O o Is for OFFICE, with bookkeepers strange, Who give up their tickets for cash in exchange.","P p For a careful POLICEMAN, who stands, To guard us from danger with flag in his hands.","Q q For the QUEEN, who oft goes by the train, And Windsor receives her at home once again.","R r Is for RAIL, which for miles is laid down, And takes you, by steam, such a long way from town.","S s Stand for STATION, with bustle and din, Where some folks get out, and others get in.","T t For the TUNNEL, that’s under the ground, Here the whistle is heard with a very long sound.","Stands for URCHIN, so simple and small, Who cannot make out how the train goes at all.","V is for VIADUCT crossing the road, Where the river beneath it is oft overflowed.","Stands for the WHISTLE that often we hear, When a tunnel is nigh, or a station is near.","X for the train that is called the X-PRESS, That passes a mile in a minute, or less.","Y y is YOURSELF, coming home from the school, Where lessons are all said according to rule.","Z z Is the last of the letters we take, Showing the ZIGZAGS the lines often make.",,,,,,,,,,,,,,
2639,The home alphabet book : with descriptive coloured engravings,1857,"A a ARCH. Is for ARCH; quite a wonder, ’tis said, With a boat underneath, and a coach overhead.","B b BELL. Is for BELL. See the passengers run, To get safe on the boat ‘ere the ringing is done.","C c CAPTAIN. Is for CAPTAIN; above us he stands, Directing the steersman by moving hands.","Dd DECK. Is for DECK, swept so nice and so clean, on which very often may dancing be seen.","E e ENGINE. Is for ENGINE, which never does tire, While fed by the steam made by water and fire.",F f FLAG. For the FLAG we saw gaily hung out; The breeze is so gentle it scarce moves about.,"G g GREEN FIELDS. For the GREEN FIELDS, on each side they’re seen, Now lighted by sunshine, and verdantly green.","H h HELMSMAN. Is for HELMSMAN, and careful is he To steer us quite safely o’er river and sea.",I i IMAGE. For the IMAGE we all of us said,"J j JUNO. Must be JUNO, the name of the ship’s figure head.",K k KNOT. For the KNOT that was made firm and fast; We all saw it tied when the journey was past.,"L l LONDON. Is for LONDON, from whence we depart, And kissed all our cousins before we did start.","M m MATE. For the MATE, like a sailor he’s drest, And to please all the passengers he does his best.","N n NIOBE. For NIOBE,—-we saw this boat pass Without any trouble or need of a glass.","O o OARS. Is for OARS,--boatsmen each have a pair; They’ll row you across, if you but pay the fare.","P p PIER-MAN. Is for PIER-MAN, who ready does stand, To help all the passengers on to the land.","Q q QUEEN. Is for QUEEN, so this steamer is named, And for beauty and speed she long has been famed.","R r ROPE. For the ROPE,--at each stoppage ’tis thrown, To make fast the vessel, as here it is shown.","S s STATE BARGE. For a STATE BARGE, which gaily does glide;","T t THAMES  T for the THAMES, which bore it on its tide.","U u UNCLE. For my UNCLE, who brought us to town, Then kindly to Margate he took us all down.","For the VICTORY, a vessel we saw; And we heard a fine tale of this old ship of war. ",W w WATER. For the WATER so placid and clear; Like a mirror so bright does its surface appear.,"X x EXCURSION. For the EXCURSION, so pleasant to take; ’Twill long be remembered for dear Uncle’s sake.",Y y for the YACHT that’s so smartly afloat;,"Z z for the ZEBRA, the name of our boat.",,,,,,,,,,,,,,
2639,The home alphabet book : with descriptive coloured engravings,1857,"A a A a A a Auc-tion. Art. Art-ist. A begins Ale brewer, Auctioneers, Armourer, too, in former years, And an Artist, too, is A, Drawing pictures every day.","B b B b B b Book. Book-sell-er. Butch-er. B begins Bookseller, you know, With pretty Books on shelves in row, Butcher, Baker, too, is B; Useful trades, as all agree.","C c C c C c Coo-per. Car-pen-ter. Cut-ler. C begins Cooper, making pails, And Carpenter, our stairs and rails. And C begins a Cutler, too; Forming tools such work to do.","D d D d D d Dy-er. Dai-ry. Dai-ry-man. D begins Dyer,--by his trade, Clothes are of various colours made. And a Dairyman is D, Selling cream and milk for tea.","E e E e E e En-grav-er. En-gin-eer. E an Engraver here you view; A useful art, and pleasing too. And an Engineer is E, Planning steam machinery.","F f F f F f Fish. Fish-mon-ger. Flor-ist. F begins Fishmonger, who’ll try To sell good fish to passers by. F for Fiddle, too, we know; And Florist with a Flower show.","G g G g G g Gro-cer. Glass. Gla-zi-er. G begins Grocer, selling nice Tea, and sugar, plums, and spice. G begins a Glazier, too, Mending windows broken through.","H h H h H h Hat. Hat-ter. Hawk-er. H begins Hatter, Hawker, too, And will for Haberdasher do. H a Horse dealer;--what a show Of pretty ponies in a row.","I i I i I i  Iron-mon-ger.I begins Ironmonger,--make, he can, A stove, a kettle, or a pan.","J j J j J j  Jew-ell-er.  J a Jeweller behold; Selling diamonds, pearls, and gold.","K k K k K k Knife-mak-er. Knit-ter. K begins Knife-maker, that’s a trade By which both knives and forks are made. K a Knitter, too, may be, Knitting cuffs for you and me.","L l L l L l Let. Let-ter. Let-ter-found-er. L for Letter-founder stands; Lace-maker, too, with nimble hands. And Locksmith begins with L; Linendraper, too, as well.","M m M m M m Mine. Mil-lin-ner. Mer-chant. M begins a Milliner, so fine, And Miner working in a Mine. And for Merchant with his store, Trading to a foreign shore.","N n N n N n Nurse. News. News-man. N begins Nurse, without whose care Our baby folks would sadly fare. And a Newsman, too, is N, Sending out his boys and men.","O o O o O o Oil. Oil-man. Om-ni-bus. O begins Oilman to spell, And Opticians, who magic-lanterns sell. O begins an Omnibus, Which the coach-builder builds for us.","P p P p P p Pas-try. Pas-try-cook. For P I’m sure you’ll quickly look, For P begins a Pastrycook; And pray remember, it is true, P begins Physician, too.","Q q Q q Q q Quar-ry. Quar-ry-man. Q for a Quarry-man is found, Heaving stones from under ground. Q is a Quack-Doctor’s pill; It may not cure, but make us ill.","R r R r R r Rope. Rope-mak-er. Rid-er. R for a Rope-maker, by whose trade, All sorts of Rope and String are made. R begins Rider, too;--so R Is training horses near and far.","S s S s S s Shoe. Shoe-maker. Smith. S you’ll find begins Shoemaker, Shipwright, Scavenger, and Slater; Surgeon, Sawyer, Saddler, too; And for Smith will also do.","T t T t T t Tail-or. Turn. Turn-er. T begins Tailor, Turner, too, And Tanner tanning skins when new. Thus into leather skins are made. A Tinker is another trade.","U u U u U u Up. Uphold. U for an Upholsterer is here,","V v V v V v  Vat. Vast.  V makes Vats for brewers’ beer. V for Vintner selling wine, For rich people when they dine.","W w W w W w War. Wharf. Whar-fin-ger. W begins Wharfinger, who with crane, Lands all goods brought o’er the main, And you’ll find Wax-chandler, too, Must begin with W.","X x X x X x X is strong. XX strong-er. The letter X no trade will show, Unless we to the brewer go; One who ready has for sale, Rows of XX and XXX ale.","Y y Y y Y y You. Youth. Yeo-man. Y begins Yeoman, who is born To plough the land and till the corn. Y a Youth resolved to learn A useful trade, his bread to earn.","Z z Z z Z z Zoo-lo-gy is the study of A-ni-mals. Z is a Zoologist, who’ll roam, And bring, from far, strange creatures home, As we in these gardens see, purchased for Zoology. ",,,,,,,,,,,,,,
240,"The Infant’s Posture Alphabet; or, Harlequin’s A, B, C",1822,"A a Come here, my boy, and tell me, pray, Is not this just like an A ?","B b Spur-red and boot-ed, quite a Dan-dy, See, he makes great B, for bran-dy.","C c It makes one laugh a man to see, Bend his bo-dy like a C.","D d Hold-ing fast by ei-ther show, Well e-nough for D will do.","E e With his glass, quite full of glee, See him sit, in shape like E.","F f With emp-ty hot-tie, once so jol-ly, See him stand like F, for fol-ly.","G g If you could bend as well as he,","H h Hold-ing by each o-ther’s hand,","I i You need not cock your head so high, To make your-self look like an I.",,"K k March-ing bold-ly on his way, He looks just like the let-ter K.","L l Now, if the truth is man could tell,","M m If you could place your-self like this,","N n Sit thus, my lit-tie boy, and then","O o If you could bend your bo-dy so,","P p He pulls his cap, and then you see","Q q This man he laughs, and so would you,","R r Danc-ing with his mug or jar, He lit-tle thinks how like an R.","S s Bend your legs and arms, then guess, Whe-ther you would make an S.","T t Do but, do but, come and see, How much this man looks like a T.","U u Lean back, raise legs, then you will be, For all the world just like a V.",,"W w Bend-ing so might ra-ther trou-ble you, Yet, two so bent will make a W.","X x Some-thing must this cou-ple vex, They stand so much like let-ter X.","Y Y Head straight down, and feet up high, Stretch’d wide as any let-ter Y.","Z Z He holds his arms, his legs, and head, As if he wish’d to make a Z.",,,,,,,,,,,,,,
5,"Invited alphabet, or, Address of A to B, The",1809,A said to ,Come here to me. ,And we will go and Call on C.,D will not dilatory be ,In helping to enquire for E;,"Then finding F, I fancy we ",Shall not be long in getting G;,"And though some say, H is no letter, I think, he cannot do much better",,"Inviting J, will jointly try",If K will be so kind to tell.,Where we shall light on lounging L.,,Though sometimes known to answer no.,"Will, when we summon them, come on;",And P his part will play anon;,"Q will not quarrel with our views,","And R, I'm sure, will not refuse.","S, it is true, is apt to hiss, But will not take our scheme amiss;","T will accompany us too,",And talk of it to Useful U;,Our visit V will no way Vex;,W will welcome us; ,"and X, Though backward to begin, I know, Will still a good example show;","Y will say with much applause,",And Z be Zealous in our cause.,,,,,,,,,,,,,,
269,The Keith ABC for children,1906,"Stands for Acrobat, So agile and quick; Who poses and smiles After each wondrous trick.","For the Ballet, “Starlight”— Whose beauty and grace No other stage picture Can ever efface.","Is for Clown, That jolly old soul, Who’s never a bore With his humor so droll.","Stands for Dog, Just plain D-O-G, Though quite a fine actor He’s gotten to be.","Is for Engine Room — Clean, wholesome and bright A marvel of neatness — A wonderful sight.","For Fadettes — Fair, feminine band; Who play popular music And opera grand,",Stands for Girl — The matinee queen In her most stunning raiment At Keith’s can be seen.,"For Houdini, The great Handcuff King, Who wriggles to freedom From any old thing.",For Inspection — When every Keith man From his head to his feet Must appear spic and span.,"Stands for Juggler — Disguised as a tramp, He juggles most anything, Even a lamp.","Stands for Keith, The Vaudeville King — Let’s wish him long life, While his praises we sing.","Stands for Leader, Who, baton in hand, While he watches the stage Is directing the band.","For Monologist, Rich with story and jest, Makes you laugh till you cry— To tired brains he brings rest.","Is for Necromancer, Who baffles at will With his feats of black art And his wonderful skill.","For the Orchestra, Whose music so bright Lends sparkle and zest, While it captivates quite.",Stands for Patrons — Gay youth and old age Are equally pleased With the show on Keith’s stage.,"Is for Queen — The best one of all — The good Queen of Fairies, So graceful and tall.","For Rehearsal, Without which the show Would drag in its action. Be tedious and slow.","Stands for Stage, Where life’s counterpart Is played by the actor With consummate art.",For the Tree Of the glad Yuletide With its tinsel and lights And its presents beside.,"Is for Usher, So courteous, polite — He helps make your visit A constant delight.","Stands for Vaudeville, Varied and bright — A gay pot-pourri That satisfies quite.","For Wreath, And the laurel you know, Belongs without question To the Keith Theatre show,","Is for Xmas — Best day of the year — It gladdens the heart, Brings to all much good cheer.","Stands for Young Folks, Whose parents, you know, Never worry about them When they’re at the Keith show.","Is for Zylophone, Mellow and sweet — When played by an artist, A musical treat.",,,,,,,,,,,,,,
280,"Modern ABC Book, The",1930,A is for Airplane,B is for Battleship,C is for Crane,D is for Dam,E is for Electric Engine,F is for Fire Pumper,G is for Glider,H is for Harvester,I is for Irrigation,J is for Jazz,K is for Kodak,L is for Locomotive,M is for Motor Boat,N is for Newspaper,O is for Oil Well,P is for Parachute,Q is for Quarry,R is for Radio,S is for Skyscraper,T is for Tractor,U is for U-Boat,V is for Van,W is for Water Tank,X is for X-Ray,Y is for Yacht,Z is for Zeppelin ,,,,,,,,,,,,,,
2641,The Noah's ark ABC,1905,"A for Ark, a funny boat; Nothing like it now afloat. Birds and beasts, and repiles too, Form the passengers and crew.","B for Bears, both great and small, Polars, Grizzlies, Black ones, all; Fur so thick and warm they wear That for cold they do not care.",C for Cats of every shade; From them fiddle strings are made. When Puss watches in the night Rats must seek their holes in fright.,"D for Donkey, Jack's his name, Sometimes wild and sometimes tame; Small in tail but large in ear, And his voice is very queer.","E for Elephant, who grows Such a very funny nose. When he's hot and feeling queer, He fans his face with his big ear.","F for Fox, a creature sly; Hens should tremble when he's nigh, For he's cunning as can be- Few can catch fore fowls than he","G for Goat, on strange things reared, And he wears a long thin beard; But be careful of his horn, Or your clothes may soon be torn.","H for Hog an ugly thing, Nasty food to him they bring, And before he eats he wallows, Grunting as he quickly swallows.","I for Insects, curious things, With numerous legs and gauzy wings Some are pleased to show their skill In making music loud and shrill.","J for Jackal, who sweeps the floors, And does a lot of other chores, While the mermaids wash the dishes, (These maids you know, are half like fishes.)","K stands for the Kangaroo; Queer are many things she'll do: She keeps her babies in a pouch - Now she'll leap, and now she'll crouch.","L for Lion, brown and yellow, Quite a fierce and roaring fellow. When his mouth he opens wide You will see great teeth inside.","M for Monkeys, if you please, Their tails are long , they live in trees; How they chatter how they grin, And how silky fine their skin!","N for Noah, owner he Of this great menagerie, And captain of the mighty boat That kept the whole vast crowd afloat.","O for Owl, the wisest bird, Nightly is his queer hoot heard By the man inside the moon, Bu the sun will stop him soon.","P for Pheasant a brilliant sight, In his coat of feathers bright, Tinted yellow, green, and red, With flowing tail and crested head.","Q for Quail, a neat brown bird, In the grass his note is heard; Quaint and piping is its voice, And its flesh is very choice.","R for Rabbit, watchful, sly, And in its movements quick and spry. With its erect and lengthy ears, Approaching foes it quickly hears.",S for Squirrel: 'mid the trees It climbs and springs with graceful ease. A store of nuts aways it lays To last it through the winter days.,T for Tiger - keep away! For it eats a man a day; And it's often heard to roar When it wants a little more.,"U for Umbrella Bird, that's seen Amid Brazilian forests green. A tuft of feathers which it wears Obtains for it the name it bears.","V for Vicuna, who lives high On peaks well up toward the sky. Do you imagine that he knows His wool is used to make fine clothes?","W for the big, big Whale; How he swings he monstrous tail! When he rushes at a boat It is hard to keep afloat.","X is in eXit - Noah's band Were glad, no doubt, to get on land, Where they could stretch their limbs and necks More freely than between the decks.","Y for Yak, with silky locks; A near relation of the ox. In central Asia it draws the plow, And serves the purpose of a cow.","Z for Zebra, with his hide Gayly striped all down the side. He can travel with great speed, But is very shy indeed.",,,,,,,,,,,,,,
243,The Scripture Alphabet for children,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,Widow Charity Two Mites Poor Treasure Saint Andrew's Cross,,Ark Flood  Noah Dove  Shem Ham Babel Bow Jaheth,Cain Hate Daniel Killed Brother Lion Abel Love Den,Elijah Water Furnace Bread Flesh Holy Ravens Food Children,Goliath David Herod Giant Slew Babes Gath Pride Innocent,Issac Offer Life Jesus Our Savior Kidron Brook Samll,Lazarus Beggar Blessed Rich Man Lost Moses Laws Jews,Nathan Prophet Reproof Sin Parable Mourn Offering Sacrifice Altar,Pilate Wash Hands Governor Judea Seal Quail Bird Camp,Ruth Glean Field Corn Boaz Wife Samson Strong Hair,Thomas Doubt Truth Uriah Faithful Brave Viper Paul Fire,Yoke Oxen Plough Angel John Baptism Zacharias Priest Messiah
2640,The soldiers and sailors ABC,1914,"A Airmen and Australians, to see them we're glad.","B is the Belgian, They were very sad.",C is the Canadians So healthy and strong,D is the Dreadnaughts To us they belong.,Engineers. Egypt quite ready for Turk,"F is the French, The guns well they work.",G is the Ghurka with knife and with gun.,Horse and Highlanders make the foe run.,I is the Indian a match for the foe.,J Japanese clear a path as they go.,King's Irish Rifles they are very brave.,L is the Lancers the guns they will save.,M is the Marine all in a row.,N is the new Zealanders see how they go.,O is the Ordinance they take good aim.,P is Princess Patricia's Own they know their game.,"Q is Queen's Bays, you should see how they charge.",R is the Russians their forces are large.,S is the Submarines and Seaplanes on guard.,Territorials in trenches their life so hard.,Union Jack floats over the free.,Victoria Cross for the Valor you see.,Welsh soldiers are brave and so is their prince.,Xmas abroad not so bad in the trench.,Y is the Yeomanry their praises let's sing.,"Z is the Zouave, Now God Save the King.",,,,,,,,,,,,,,
29,The Teddy Bear ABC,1907,"A IS for Animal, The one which I mean, If you read the next rhyme Will surely be seen.",B IS for Bears That these rhymes are about; The children all greet them With clamor and shout.,"C IS for Cub - The bear's baby, you know; He hides in his fright As she beats off the foe.","D IS for Den, 'Tis a cave in the hill, The cubs sleep inside it, All curled up so still.","E IS for Eskimo, In his cold northern home; He lives where the shaggy Polar bears roam.","F IS for Fish That are caught through the ice; The bears eat them raw, And think them quite nice.","G IS for Grizzly, How wicked he looks; As he frightens the dollies, And gnaws at the books!","H IS for Honey, Stored safe in a tree; Ted gobbles the sweetmeat, And sometimes the bee!","I IS for Indian, The bear's stealthy foe; To kill the big bruin, Far, far will he go.",J IS for Journey The Teddy Bears took; Their story is told In a large handsome book.,K IS for Kitty With buttons for eyes; Poor Teddy is terrified At her great size.,"L IS for Lazy, A trait of the beast; He will snooze in the dish At the end of a feast.","M IS for Milk, Which tame cubs like to drink; Teddy takes his at ease, A good scheme, I think.","N IS for Nuts On which the bears dine; If they have to go hungry, They set up a whine.","O IS for Ostrich-tips All ladies wear, In the front row of fashion Is Old Mother Bear.","P IS for Pie Made of berries so sweet, All sprinkled with sugar For bear babes to eat.","Q IS for Quiet That reigns in the wood, While the bears sleep all winter Without any food.","R IS for Rompers Of cloth colored blue; Teddy wears one when dressed, And a ribbon bow too.","S IS Sweet Apples That bears like to eat; They don't care for sour ones, But are fond of the sweet.",T IS for Teddy The name we all know Belongs to the Bruins Wherever they go.,U IS Umbrella To keep off the rain; The rent in the cover Gives Teddy great pain.,"V IS Vexation Which Teddy Bears cause, When my dollies they squeeze With their strong furry paws.","W IS for Wagon With three bears as crew; One fell out behind, And then there were two.","X STANDS for Ten Teddy Bears in their might. Their brave Captain leads them, - They long for the fight.","Y IS for Yuletide, The grown people's name For the time when my Teddy From Santa Claus came.","Z IS for Zoo, With poor Bears in a cage, They dream of the woods, And no wonder they rage. ",,,,,,,,,,,,,,
28,The Twins ABC,1904,A is for Arthur And Annabel – they Would like to eat Apples The whole of the day.,"B’s Bertie and Bella – You can’t tell their looks, Their faces are hidden Behind two big Books.","C stands for Cakes, Here are two of great size To Conrad and Connie They come as a prize.",D is for something delightful— That’s Dancing: David and Dorothy Think it entrancing.,"E s Ethel and Ernest, Embracing with pride Two large Easter Eggs— Now, whatever’s inside?","F stands for Florence And Ferdinand, who Think only of Finery— Foolish, these two.","G is for Gilbert And Gertrude, you see Who never forget To say Grace before tea.",H. Horace and Helen Are Hiding—Mamma Is terribly anxious To know where they are.,I’s Ivy and Ivan – With paper and Ink So very industrious – That’s what I think,J’s Johnnie and Judith Who laugh “Ha! Ha! Ha!” At the Jokes that are made By their funny Papa.,"K stands for Kenneth And Kate, who agree To Kiss and be friends, As good children should be.","L’s Leonard and Lucy, Who take a delight In Learning their lessons From morning to night.",M is for Money Spread out on the floor. Matthew and Millicent Have quite a store.,"N is for Noise That they make on the drums, Naughty Noel and Nancy, When anyone comes.",O’s Olive and Oscar – Two travellers brave; They love to be out On the blue Ocean wave.,P’s Paul and Priscilla All grandly arrayed. Their beautiful partings The barber has made.,"Q’s Quentin And Queechy, who cry Hip! Hip! hurrah! As the Queen passes by.","R’s Ronald and Rosa, Who wish that the Rain Would go right away To the Country of Spain.","S stands for School, Where, it’s pleasant to state, Selina and Septimus Never are late.","T is for Tiny And Timothy too, Who play with their Toys As children should do.","U that is Uncle, Who comes to convey Uriah and Ursula Out to the play.","V is for Visiting, Vivian and Vere, Whose best Sunday clothes Are those you see here.","W’s for Winnie, And Will – tired out, The wind does not cease To blow them about.","X is for Extra. We’re All on our knees. We feel extra good, So look at us, please.","Y is for Yorick and Yelva, who yawn They are going to bed To sleep ’till the dawn.","Z is Zabbub and Zoe, Who cry out—”Alack! What a pity it is That the Zulus are black!”",,,,,,,,,,,,,,
27,The Union ABC,1860,"A is America, land of the free.","B is a Battle, our soldiers did see.","C is a Captain, who led on his men.","D is a Drummer Boy, called little Ben.","E is the Eagle, that proudly did soar.","F is our Flag, that shall wave evermore","G is a Gun, that is used in the war.","H is for Hard- tack, you scarcely can gnaw.","I is for Infantry, who boldly advance.","J is for Jig, which the Contrabands dance.","K is for Knapsack, they carry along.","L is for Lancer, bold, fearless, and strong.","M is for Monument, to honor the brave.","N is for Negro, no longer a slave.","O is an Officer, proud of his station.","P is the President, who ruled the great nation.","Q is for Quarters, guarded with care.","R is Retreat, may you never be there.","S is a Sailor, who respected will be.","T is a Traitor, that was hung on a tree.","U is the Union, our Soldiers did save.","V is for Volunteer, noble and brave.","W is for War, which we all of us rue.",X is a Letter which you must learn too.,"Y is a Youth, who a soldier would go.","Z is Zouave, who charged on the foe.  ",,,,,,,,,,,,,,
26,The Union Label Alphabet for Little and Big Children,1905,"A stands for Athlete, full of vigor and vim;  Bread helps to keep him in trim.",B is the Baker who makes the good bread That bears the  Union Label — and that's enough said.,"C stands for Chef, upon whose kitchen table For each load of bread, is a new Union Label.","D is the Doctor, whose business is dead In the house of the people who use Union-Made Bread.","E is an Easy Mark, without enough sense To buy Union-Made Bread  when he's spending his pence.  ","F is the Farmer, who raises the wheat, That makes Union-Made Bread, such a pleasure to eat.",G is the Grocer who has a large trade Amoung people that know and buy Goods Union-Made.,"H is the Hotelman, whose patrons demand That bread which he serves shall be Union-Made Brand.","I is an Indian, a good one - (He's dead) He'd been living yet, had he used Union-Made Bread.","J is the Judge, in whose verdict he said: The defendant is sentenced to eat Union-Made Bread.","K stands for Kiddles, who romp and who play, And are fed on the bread with Our Label each day.","L is the Lawyer—a barrister able, Who delights in defending the bread with Our Label.",M stands for Mother - she doesn't bother her head Over baking - when she can get Union-Made Bread.,N is the Nurse whose crisp buttered toast— Sliced from bread with our label—is her pride and her boast.,"O is the Orator—in a speech he once said: I stand for good government, and Union-Made Bread.",P is a Policeman who's duty's to nab Every man who eats bread that is made by a scab.,Q is the Quack whose patients are dead From feeding on pills and Non-Union-Made Bread.,"R is a Reporter who writes labor news, And who advocates Union in all his reviews.",S is a soldier whose hard-tack of lead Is a crime when compared with good Union-Made Bread ,T is a Tourist—a man of all Nations Who insists Union-Made Bread shall be served at the stations.,U stands for UNION—the strength of the Nation; Help us that Union Bread feeds the world's population.,"V is a Vegetarian who does not eat meat, But he thrives on the Union Bread made from pure wheat.","W is the Waiter who sees smiles 'round his table, When serving the Bread that is stamped with Our Label.",X stands for Xtra—extra fine is no fable When applied to the bread that bears Our Label.,"Y is the Youth who is learning a trade; When a journeyman, his motto will be: Union-Made","Z is a Zulu—the last on the list— Never ate Union-Made, so don't know what he missed. ",,,,,,,,,,,,,,
